,mgrs_tile,base_url,sensing_time,cloud_cover
143553,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230513T182921_N0509_R027_T11SPB_20230513T232604.SAFE,2023-05-13 18:43:54.404 UTC,1.59846547314578
144781,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20171006T183219_N0205_R027_T11SPB_20171006T183544.SAFE,2017-10-06 18:35:44.1 UTC,0.7729
144805,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20171007T025549_N0205_R032_T50RKQ_20171007T030451.SAFE,2017-10-07 03:04:51.62 UTC,83.3472
146213,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20171031T175239_N0206_R098_T13TDE_20171031T192705.SAFE,2017-10-31 17:52:41.46 UTC,0.1228
148072,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20230528T182919_N0509_R027_T11SPB_20230528T214455.SAFE,2023-05-28 18:43:58.765 UTC,11.6574139701418
148388,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20180316T025539_N0206_R032_T50RKQ_20180316T055415.SAFE,2018-03-16 02:59:23.75 UTC,74.2075
148894,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20180323T175009_N0206_R141_T13TDE_20180323T210438.SAFE,2018-03-23 17:59:35.49 UTC,89.3038
151927,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20190308T175159_N0207_R141_T13TDE_20190308T212200.SAFE,2019-03-08 18:02:52 UTC,97.8451
152966,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190320T183049_N0207_R027_T11SPB_20190320T220923.SAFE,2019-03-20 18:43:53 UTC,99.3104
153225,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20190318T175049_N0207_R141_T13TDE_20190318T212104.SAFE,2019-03-18 18:02:54 UTC,83.7187
155211,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20210724T181919_N0301_R127_T11SPB_20210724T203223.SAFE,2021-07-24 18:34:00.375 UTC,2.4014
158367,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20190628T182929_N0207_R027_T11SPB_20190628T221748.SAFE,2019-06-28 18:44:02 UTC,0.9027
158988,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20210526T174909_N0300_R141_T13TDE_20210526T214751.SAFE,2021-05-26 18:02:55.949 UTC,50.1711
159552,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20210516T174909_N0300_R141_T13TDE_20210516T213940.SAFE,2021-05-16 18:02:54.765 UTC,81.1951
161423,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20220116T175701_N0301_R141_T13TDE_20220116T195408.SAFE,2022-01-16 18:02:56.035 UTC,21.715
162751,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200111T182729_N0208_R127_T11SPB_20200111T200733.SAFE,2020-01-11 18:33:52.895 UTC,4.6151
162971,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200121T182649_N0208_R127_T11SPB_20200121T201604.SAFE,2020-01-21 18:33:51.803 UTC,72.2077
163031,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200119T174639_N0208_R098_T13TDE_20200119T193914.SAFE,2020-01-19 17:52:52.835 UTC,42.3247
163288,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20200115T030049_N0208_R032_T50RKQ_20200115T054453.SAFE,2020-01-15 03:10:26.432 UTC,95.1679
163675,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200510T181919_N0209_R127_T11SPB_20200510T215537.SAFE,2020-05-10 18:33:56.784 UTC,50.4756
163702,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200518T173909_N0209_R098_T13TDE_20200518T211131.SAFE,2020-05-18 17:52:58.989 UTC,0.1336
164514,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200520T181919_N0209_R127_T11SPB_20200520T215607.SAFE,2020-05-20 18:33:58.549 UTC,44.0566
166577,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20190524T173909_N0207_R098_T13TDE_20190524T210855.SAFE,2019-05-24 17:53:07 UTC,0.027
169962,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180819T181919_N0206_R127_T11SPB_20180819T221628.SAFE,2018-08-19 18:26:15.57 UTC,0.8774
170560,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210521T174911_N0300_R141_T13TDE_20210521T215350.SAFE,2021-05-21 18:02:55.922 UTC,74.4399
172617,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180805T174911_N0206_R141_T13TDE_20180805T214806.SAFE,2018-08-05 17:58:19.45 UTC,73.0541
172790,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180807T182921_N0206_R027_T11SPB_20180807T222048.SAFE,2018-08-07 18:38:33.06 UTC,0.8356
175175,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180716T174911_N0206_R141_T13TDE_20180716T213445.SAFE,2018-07-16 17:54:15.12 UTC,11.3416
176432,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20210108T183739_N0209_R027_T11SPB_20210108T202024.SAFE,2021-01-08 18:43:53.56 UTC,93.1602
177638,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20210105T182739_N0209_R127_T11SPB_20210105T201124.SAFE,2021-01-05 18:33:57.247 UTC,0.0891
178969,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210710T174911_N0301_R141_T13TDE_20210710T214259.SAFE,2021-07-10 18:02:58.413 UTC,0.8201
180197,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210720T174911_N0301_R141_T13TDE_20210720T214233.SAFE,2021-07-20 18:02:58.839 UTC,3.2193
181908,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200612T182919_N0209_R027_T11SPB_20200612T215632.SAFE,2020-06-12 18:43:56.744 UTC,86.743
185347,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20230613T025531_N0509_R032_T50RKQ_20230613T053258.SAFE,2023-06-13 03:10:36.371 UTC,99.9996416733853
187814,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20201231T182751_N0209_R127_T11SPB_20201231T201801.SAFE,2020-12-31 18:33:58.497 UTC,42.093
188378,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20210212T174439_N0209_R098_T13TDE_20210212T211759.SAFE,2021-02-12 17:52:57.563 UTC,88.7516
189602,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20210224T182329_N0209_R127_T11SPB_20210224T203757.SAFE,2021-02-24 18:33:56.777 UTC,95.3394
191793,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180305T183229_N0206_R027_T11SPB_20180305T203124.SAFE,2018-03-05 18:37:18.69 UTC,97.6788
192356,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20180313T175109_N0206_R141_T13TDE_20180313T212428.SAFE,2018-03-13 17:55:53.87 UTC,19.4884
192837,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180325T173951_N0206_R098_T13TDE_20180326T003450.SAFE,2018-03-25 17:51:52.01 UTC,26.0883
195144,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20171205T183729_N0206_R027_T11SPB_20171205T202454.SAFE,2017-12-05 18:37:30.46 UTC,29.5617
195638,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20171210T183751_N0206_R027_T11SPB_20171210T202105.SAFE,2017-12-10 18:37:46.46 UTC,99.1423
198654,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190916T173951_N0208_R098_T13TDE_20190916T211933.SAFE,2019-09-16 17:52:58.425 UTC,13.2429
198977,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190906T173901_N0208_R098_T13TDE_20190906T212136.SAFE,2019-09-06 17:52:58.412 UTC,28.4216
199224,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190919T175011_N0208_R141_T13TDE_20190919T212919.SAFE,2019-09-19 18:02:55.333 UTC,0.9259
199556,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20190911T182921_N0208_R027_T11SPB_20190911T234249.SAFE,2019-09-11 18:43:52.572 UTC,2.3441
203849,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20230524T025531_N0509_R032_T50RKQ_20230524T053248.SAFE,2023-05-24 03:10:35.469 UTC,99.6136343276897
204567,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20220823T181931_N0400_R127_T11SPB_20220826T145835.SAFE,2022-08-23 18:34:11.008 UTC,0.187374958941742
205759,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20220826T182931_N0400_R027_T11SPB_20220826T232847.SAFE,2022-08-26 18:44:06.955 UTC,0.0123627935957432
206493,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230917T182021_N0509_R127_T11SPB_20230917T231317.SAFE,2023-09-17 18:34:01.583 UTC,1.89704081937353
207225,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20230910T182931_N0509_R027_T11SPB_20230910T232523.SAFE,2023-09-10 18:43:59.342 UTC,82.1669324112282
207630,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20191103T175509_N0208_R141_T13TDE_20191103T195154.SAFE,2019-11-03 18:02:55.768 UTC,26.9708
209375,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20191127T182711_N0208_R127_T11SPB_20191127T200818.SAFE,2019-11-27 18:33:58.051 UTC,99.9921
210609,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200629T181919_N0209_R127_T11SPB_20200629T215113.SAFE,2020-06-29 18:34:05.705 UTC,17.9908
212899,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200420T181909_N0209_R127_T11SPB_20200420T220159.SAFE,2020-04-20 18:33:53.127 UTC,16.411
213693,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200410T181909_N0209_R127_T11SPB_20200410T215900.SAFE,2020-04-10 18:33:54.728 UTC,71.8825
213906,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20200430T181909_N0209_R127_T11SPB_20200430T215927.SAFE,2020-04-30 18:33:54.512 UTC,2.8454
213929,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200411T174909_N0209_R141_T13TDE_20200411T212414.SAFE,2020-04-11 18:02:51.7 UTC,66.5241
219769,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20220511T174909_N0400_R141_T13TDE_20220511T212514.SAFE,2022-05-11 18:02:53.291 UTC,1.16653229418615
220341,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20200329T182941_N0209_R027_T11SPB_20200329T220630.SAFE,2020-03-29 18:43:50.42 UTC,99.8485
220686,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200302T175139_N0209_R141_T13TDE_20200302T212150.SAFE,2020-03-02 18:02:53.641 UTC,59.5004
220792,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200309T174049_N0209_R098_T13TDE_20200309T211416.SAFE,2020-03-09 17:52:57.07 UTC,44.0155
224909,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20220927T182129_N0400_R127_T11SPB_20220927T213926.SAFE,2022-09-27 18:33:58.502 UTC,0.538624623010541
225308,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180710T181919_N0206_R127_T11SPB_20180710T232130.SAFE,2018-07-10 18:33:05.64 UTC,3.792
226864,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20180728T173859_N0206_R098_T13TDE_20180728T213232.SAFE,2018-07-28 17:47:00.3 UTC,24.6677
228293,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20231227T175741_N0510_R141_T13TDE_20231227T194828.SAFE,2023-12-27 18:02:52.523 UTC,36.6004956851503
228941,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20231230T030131_N0510_R032_T50RKQ_20231230T044833.SAFE,2023-12-30 03:10:29.305 UTC,4.41792827495596
228974,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20231209T174729_N0509_R098_T13TDE_20231209T205703.SAFE,2023-12-09 17:52:55.484 UTC,56.7835598374288
229704,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20231211T182749_N0509_R127_T11SPB_20231211T201903.SAFE,2023-12-11 18:33:55.45 UTC,10.0098838424557
230742,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20190218T174401_N0207_R098_T13TDE_20190218T211609.SAFE,2019-02-18 17:52:55 UTC,84.2834
231144,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20190223T183341_N0207_R027_T11SPB_20190223T220453.SAFE,2019-02-23 18:43:50 UTC,11.9605
231811,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20190214T025821_N0207_R032_T50RKQ_20190214T063206.SAFE,2019-02-14 03:10:28 UTC,99.7146
232595,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20220223T025719_N0400_R032_T50RKQ_20220223T053325.SAFE,2022-02-23 03:10:27.317 UTC,99.9069246618293
233304,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20220202T183559_N0400_R027_T11SPB_20220202T203325.SAFE,2022-02-02 18:43:48.68 UTC,0.355288696172986
234333,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210428T173901_N0300_R098_T13TDE_20210428T221459.SAFE,2021-04-28 17:52:56.342 UTC,48.9649
235033,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20210416T174909_N0300_R141_T13TDE_20210416T213021.SAFE,2021-04-16 18:02:51.015 UTC,86.8841
238706,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20161003T182212_N0204_R127_T11SPB_20161003T182456.SAFE,2016-10-03 18:24:56.02 UTC,38.9404
238759,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20161004T175152_N0204_R141_T13TDE_20161004T180120.SAFE,2016-10-04 18:01:20.88 UTC,41.0216
238833,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20161007T025602_N0204_R032_T50RKQ_20161007T030313.SAFE,2016-10-07 03:03:13.78 UTC,99.8903
239859,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20170903T183309_N0205_R127_T11SPB_20170903T183303.SAFE,2017-09-03 18:33:03.46 UTC,3.3845
240753,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20170919T180251_N0205_R141_T13TDE_20170919T180247.SAFE,2017-09-19 18:02:47.46 UTC,31.6908
241633,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20170916T182959_N0205_R027_T11SPB_20170916T183225.SAFE,2017-09-16 18:32:25.77 UTC,24.4358
241859,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20170924T180239_N0205_R141_T13TDE_20170924T180237.SAFE,2017-09-24 18:02:37.46 UTC,60.9634
242490,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20220708T025541_N0400_R032_T50RKQ_20220708T053439.SAFE,2022-07-08 03:10:45.255 UTC,26.6026157842874
243590,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20210326T181919_N0209_R127_T11SPB_20210326T203222.SAFE,2021-03-26 18:33:51.78 UTC,18.7157
243751,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20210326T181919_N0209_R127_T11SPB_20210326T215624.SAFE,2021-03-26 18:33:58.362 UTC,13.3891
245499,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20220713T025529_N0400_R032_T50RKQ_20220713T053936.SAFE,2022-07-13 03:10:36.573 UTC,9.19818447848547
246725,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20200912T181951_N0209_R127_T11SPB_20200912T221402.SAFE,2020-09-12 18:34:05.576 UTC,0.6403
247609,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20220709T181919_N0400_R127_T11SPB_20220709T202046.SAFE,2022-07-09 18:34:03.112 UTC,0.170055839230792
248752,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20220707T173909_N0400_R098_T13TDE_20220707T211141.SAFE,2022-07-07 17:53:04 UTC,15.715535305213
249018,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20210311T182151_N0209_R127_T11SPB_20210311T203846.SAFE,2021-03-11 18:33:58.016 UTC,86.0279
249224,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210322T175011_N0209_R141_T13TDE_20210322T214152.SAFE,2021-03-22 18:02:54.127 UTC,79.9609
249990,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20210314T183131_N0209_R027_T11SPB_20210314T205142.SAFE,2021-03-14 18:43:53.835 UTC,31.1789
250469,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20210329T173921_N0209_R098_T13TDE_20210329T231118.SAFE,2021-03-29 17:52:56.72 UTC,26.6697
251416,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20210320T025549_N0209_R032_T50RKQ_20210322T152916.SAFE,2021-03-20 03:10:31.414 UTC,99.5128
251610,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20210307T175109_N0209_R141_T13TDE_20210307T212538.SAFE,2021-03-07 18:02:54.694 UTC,59.6634
255839,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200925T174009_N0209_R098_T13TDE_20200925T195621.SAFE,2020-09-25 17:53:01.786 UTC,98.6017
256121,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20200928T175029_N0209_R141_T13TDE_20200928T201257.SAFE,2020-09-28 18:02:58.449 UTC,23.9989
257192,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20160529T182922_N0202_R027_T11SPB_20160529T183457.SAFE,2016-05-29 18:34:57 UTC,18.5932
259027,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20190504T182921_N0207_R027_T11SPB_20190504T232712.SAFE,2019-05-04 18:43:58 UTC,4.9641
260850,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20221209T174731_N0509_R098_T13TDE_20221209T194503.SAFE,2022-12-09 17:52:59.559 UTC,0.501074565501775
261927,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20161203T175722_N0204_R141_T13TDE_20161203T180206.SAFE,2016-12-03 18:02:06.08 UTC,73.3927
262496,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20201101T182521_N0209_R127_T11SPB_20201101T202734.SAFE,2020-11-01 18:34:03.366 UTC,17.3544
262675,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20201102T175521_N0209_R141_T13TDE_20201102T203751.SAFE,2020-11-02 18:03:00.405 UTC,3.5516
264344,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20200503T173911_N0209_R098_T13TDE_20200503T211936.SAFE,2020-05-03 17:53:02.55 UTC,5.9663
264987,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20200405T181921_N0209_R127_T11SPB_20200405T215450.SAFE,2020-04-05 18:33:55.169 UTC,23.2707
265585,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20160107T183543_N0201_R127_T11SPB_20160108T003330.SAFE,2016-01-07 18:35:43.595 UTC,95.0
266771,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20160307T183302_N0201_R127_T11SPB_20160307T183318.SAFE,2016-03-07 18:33:18.891 UTC,91.8503
266947,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20160706T180252_N0204_R141_T13TDE_20160706T180254.SAFE,2016-07-06 18:02:54.456 UTC,10.9094
267512,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20190405T025551_N0207_R032_T50RKQ_20190405T075412.SAFE,2019-04-05 03:10:33 UTC,75.0272
269538,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20211207T175731_N0301_R141_T13TDE_20211207T195423.SAFE,2021-12-07 18:02:54.336 UTC,40.8491
274677,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180208T183521_N0206_R027_T11SPB_20180208T202850.SAFE,2018-02-08 18:35:21.46 UTC,0.5007
276179,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20181112T182611_N0207_R127_T11SPB_20181112T201507.SAFE,2018-11-12 18:33:53.1 UTC,23.4622
276722,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20160417T180252_N0201_R141_T13TDE_20160417T180252.SAFE,2016-04-17 18:02:52 UTC,90.7439
276945,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20171223T175739_N0206_R141_T13TDE_20171223T194841.SAFE,2017-12-23 17:57:33.46 UTC,64.8537
277363,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20171230T174729_N0206_R098_T13TDE_20171230T211916.SAFE,2017-12-30 17:47:25.46 UTC,50.2748
278188,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20190305T183231_N0207_R027_T11SPB_20190305T234016.SAFE,2019-03-05 18:43:48 UTC,99.937
278751,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20220604T181921_N0400_R127_T11SPB_20220604T220804.SAFE,2022-06-04 18:34:06.246 UTC,89.9985368329899
279169,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20201124T174649_N0209_R098_T13TDE_20201124T200153.SAFE,2020-11-24 17:52:59.306 UTC,97.5546
279266,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20201117T175629_N0209_R141_T13TDE_20201117T195735.SAFE,2020-11-17 18:02:56.225 UTC,43.3285
282838,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20170719T025549_N0205_R032_T50RKQ_20170719T030445.SAFE,2017-07-19 03:04:45.63 UTC,66.2367
283562,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20221002T182201_N0400_R127_T11SPB_20221002T215727.SAFE,2022-10-02 18:34:05.534 UTC,5.90411777001403
283898,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20221006T025601_N0400_R032_T50RKQ_20221006T063730.SAFE,2022-10-06 03:10:39.027 UTC,97.4887575024635
284007,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20221003T175201_N0400_R141_T13TDE_20221003T214027.SAFE,2022-10-03 18:03:04.463 UTC,21.4304707025691
284718,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20160118T180252_N0201_R141_T13TDE_20160118T180247.SAFE,2016-01-18 18:03:05.5 UTC,38.0
288121,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2B_MSIL1C_20180125T030009_N0206_R032_T50RKQ_20180125T054640.SAFE,2018-01-25 03:00:06.46 UTC,99.9872
289036,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2B_MSIL1C_20180521T181919_N0206_R127_T11SPB_20180521T215541.SAFE,2018-05-21 18:27:32.72 UTC,99.2869
291198,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20180510T025551_N0206_R032_T50RKQ_20180510T074330.SAFE,2018-05-10 03:09:10.99 UTC,99.9972
293998,50RKQ,gs://gcp-public-data-sentinel-2/tiles/50/R/KQ/S2A_MSIL1C_20151122T030012_N0204_R032_T50RKQ_20151122T031003.SAFE,2015-11-22 03:10:03 UTC,97.0901
294376,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2B_MSIL1C_20180402T174909_N0206_R141_T13TDE_20180402T211723.SAFE,2018-04-02 18:02:35.21 UTC,58.6818
296440,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20200316T182101_N0209_R127_T11SPB_20200316T232912.SAFE,2020-03-16 18:33:54.642 UTC,98.4673
300335,13TDE,gs://gcp-public-data-sentinel-2/tiles/13/T/DE/S2A_MSIL1C_20180703T173901_N0206_R098_T13TDE_20180703T224041.SAFE,2018-07-03 17:52:32.6 UTC,5.7931
300592,11SPB,gs://gcp-public-data-sentinel-2/tiles/11/S/PB/S2A_MSIL1C_20180705T181921_N0206_R127_T11SPB_20180705T231253.SAFE,2018-07-05 18:31:48.27 UTC,1.6011
