station,valid,tmpf,dwpf,relh,feel,sknt,sped,alti,mslp,drct,ice_accretion_1hr,p01m,vsby,gust,skyc1,peak_wind_gust,snowdepth
BDU,2022-02-07 08:55,33.80,6.80,31.66,27.70,6.00,6.90,30.31,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 09:15,33.80,8.60,34.34,26.97,7.00,8.05,30.32,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 09:35,33.80,8.60,34.34,25.75,9.00,10.35,30.31,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 09:55,33.80,8.60,34.34,25.23,10.00,11.50,30.31,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 10:15,33.80,8.60,34.34,26.97,7.00,8.05,30.30,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 10:35,33.80,8.60,34.34,27.70,6.00,6.90,30.30,M,240.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 10:55,33.80,10.40,37.22,29.52,4.00,4.60,30.30,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 11:15,32.00,8.60,36.91,32.00,0.00,0.00,30.30,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 11:35,30.20,8.60,39.70,30.20,0.00,0.00,30.30,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 11:55,32.00,8.60,36.91,28.69,3.00,3.45,30.31,M,300.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 12:15,30.20,10.40,43.04,30.20,0.00,0.00,30.31,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 12:35,28.40,8.60,42.73,28.40,0.00,0.00,30.31,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 12:55,30.20,8.60,39.70,30.20,0.00,0.00,30.32,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 13:15,28.40,10.40,46.32,28.40,0.00,0.00,30.32,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 13:35,30.20,10.40,43.04,24.26,5.00,5.75,30.32,M,210.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 13:55,32.00,10.40,40.01,25.53,6.00,6.90,30.32,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 14:15,32.00,8.60,36.91,32.00,0.00,0.00,30.32,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 14:35,32.00,10.40,40.01,32.00,0.00,0.00,30.32,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 14:55,32.00,10.40,40.01,32.00,0.00,0.00,30.32,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 15:15,32.00,10.40,40.01,28.69,3.00,3.45,30.33,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 15:35,32.00,10.40,40.01,28.69,3.00,3.45,30.33,M,30.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 15:55,32.00,12.20,43.34,32.00,0.00,0.00,30.32,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 16:15,33.80,14.00,43.65,33.80,0.00,0.00,30.31,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 16:35,35.60,14.00,40.63,35.60,0.00,0.00,30.31,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 16:55,37.40,15.80,40.93,37.40,0.00,0.00,30.31,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 17:15,41.00,14.00,32.88,41.00,0.00,0.00,30.30,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 17:35,41.00,15.80,35.57,41.00,0.00,0.00,30.30,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 17:55,42.80,17.60,35.87,42.80,0.00,0.00,30.29,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 18:15,44.60,17.60,33.49,44.60,0.00,0.00,30.28,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 18:35,46.40,17.60,31.28,45.15,3.00,3.45,30.26,M,80.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 18:55,48.20,19.40,31.57,45.63,5.00,5.75,30.25,M,130.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 19:15,50.00,19.40,29.52,50.00,6.00,6.90,30.24,M,120.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 19:35,50.00,17.60,27.33,50.00,4.00,4.60,30.22,M,140.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 19:55,50.00,17.60,27.33,50.00,3.00,3.45,30.22,M,40.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 20:15,46.40,21.20,36.48,42.33,7.00,8.05,30.22,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 20:35,46.40,23.00,39.36,42.33,7.00,8.05,30.22,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 20:55,48.20,23.00,36.78,45.63,5.00,5.75,30.21,M,340.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 21:15,48.20,21.20,34.09,46.34,4.00,4.60,30.20,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 21:35,48.20,21.20,34.09,47.21,3.00,3.45,30.20,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 21:55,50.00,21.20,31.87,50.00,3.00,3.45,30.19,M,10.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 22:15,50.00,21.20,31.87,50.00,4.00,4.60,30.18,M,110.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 22:35,50.00,19.40,29.52,50.00,4.00,4.60,30.18,M,60.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 22:55,51.80,21.20,29.82,51.80,3.00,3.45,30.17,M,90.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 23:15,50.00,21.20,31.87,50.00,4.00,4.60,30.17,M,50.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 23:35,48.20,23.00,36.78,45.63,5.00,5.75,30.17,M,20.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-07 23:55,46.40,23.00,39.36,46.40,0.00,0.00,30.17,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 00:15,46.40,14.00,26.75,40.66,11.00,12.65,30.17,M,310.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 00:35,48.20,10.40,21.31,43.66,9.00,10.35,30.17,M,260.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2022-02-08 00:55,46.40,12.20,24.71,40.33,12.00,13.80,30.15,M,240.00,M,0.00,10.00,20.00,CLR,M,M
BDU,2022-02-08 01:15,46.40,12.20,24.71,38.94,17.00,19.55,30.15,M,260.00,M,0.00,10.00,21.00,CLR,M,M
BDU,2022-02-08 01:35,48.20,12.20,23.09,41.07,18.00,20.70,30.14,M,260.00,M,0.00,10.00,25.00,CLR,M,M
BDU,2022-02-08 01:55,48.20,10.40,21.31,40.86,19.00,21.85,30.14,M,260.00,M,0.00,10.00,25.00,CLR,M,M
BDU,2022-02-08 02:15,46.40,10.40,22.81,38.94,17.00,19.55,30.14,M,260.00,M,0.00,10.00,26.00,CLR,M,M
BDU,2022-02-08 02:35,48.20,8.60,19.66,41.30,17.00,19.55,30.15,M,260.00,M,0.00,10.00,23.00,CLR,M,M
BDU,2022-02-08 02:55,48.20,8.60,19.66,43.66,9.00,10.35,30.15,M,260.00,M,0.00,10.00,20.00,CLR,M,M
BDU,2022-02-08 03:15,48.20,8.60,19.66,48.20,0.00,0.00,30.14,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 03:35,46.40,12.20,24.71,40.02,13.00,14.95,30.13,M,250.00,M,0.00,10.00,24.00,CLR,M,M
BDU,2022-02-08 03:55,46.40,10.40,22.81,42.87,6.00,6.90,30.13,M,210.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 04:15,44.60,10.40,24.42,42.13,4.00,4.60,30.12,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 04:35,46.40,10.40,22.81,40.66,11.00,12.65,30.11,M,280.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 04:55,50.00,10.40,19.93,50.00,11.00,12.65,30.10,M,280.00,M,0.00,10.00,17.00,CLR,M,M
BDU,2022-02-08 05:15,48.20,12.20,23.09,44.53,7.00,8.05,30.09,M,300.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2022-02-08 05:35,46.40,12.20,24.71,42.33,7.00,8.05,30.09,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 05:55,48.20,12.20,23.09,45.63,5.00,5.75,30.08,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 06:15,42.80,12.20,28.34,38.54,6.00,6.90,30.07,M,300.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 06:35,44.60,12.20,26.45,39.63,8.00,9.20,30.07,M,10.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 06:55,50.00,12.20,21.59,50.00,7.00,8.05,30.07,M,260.00,M,0.00,10.00,19.00,CLR,M,M
BDU,2022-02-08 07:15,39.20,14.00,35.26,34.20,6.00,6.90,30.07,M,290.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 07:35,48.20,12.20,23.09,43.66,9.00,10.35,30.06,M,320.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 07:55,46.40,14.00,26.75,41.42,9.00,10.35,30.07,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 08:15,46.40,10.40,22.81,40.66,11.00,12.65,30.07,M,300.00,M,0.00,10.00,18.00,CLR,M,M
BDU,2022-02-08 08:35,48.20,10.40,21.31,44.53,7.00,8.05,30.06,M,320.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 08:55,46.40,10.40,22.81,40.66,11.00,12.65,30.05,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 09:15,46.40,8.60,21.04,40.66,11.00,12.65,30.06,M,340.00,M,0.00,10.00,17.00,CLR,M,M
BDU,2022-02-08 09:35,46.40,8.60,21.04,41.85,8.00,9.20,30.06,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 09:55,44.60,10.40,24.42,37.71,13.00,14.95,30.05,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 10:15,44.60,8.60,22.53,40.71,6.00,6.90,30.04,M,320.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 10:35,44.60,8.60,22.53,43.09,3.00,3.45,30.03,M,10.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 10:55,46.40,8.60,21.04,39.45,15.00,17.25,30.04,M,350.00,M,0.00,10.00,23.00,CLR,M,M
BDU,2022-02-08 11:15,48.20,8.60,19.66,44.53,7.00,8.05,30.05,M,250.00,M,0.00,10.00,16.00,CLR,M,M
BDU,2022-02-08 11:35,44.60,8.60,22.53,40.71,6.00,6.90,30.05,M,310.00,M,0.00,10.00,14.00,CLR,M,M
BDU,2022-02-08 11:55,46.40,5.00,17.87,41.85,8.00,9.20,30.06,M,270.00,M,0.00,10.00,18.00,CLR,M,M
BDU,2022-02-08 12:15,46.40,8.60,21.04,43.50,5.00,5.75,30.05,M,80.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 12:35,46.40,6.80,19.40,44.24,4.00,4.60,30.07,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 12:55,44.60,8.60,22.53,44.60,0.00,0.00,30.06,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 13:15,46.40,6.80,19.40,44.24,4.00,4.60,30.06,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 13:35,44.60,8.60,22.53,39.63,8.00,9.20,30.06,M,60.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 13:55,44.60,8.60,22.53,42.13,4.00,4.60,30.10,M,80.00,M,0.00,10.00,18.00,CLR,M,M
BDU,2022-02-08 14:15,42.80,10.40,26.16,36.51,10.00,11.50,30.10,M,50.00,M,0.00,10.00,14.00,CLR,M,M
BDU,2022-02-08 14:35,44.60,10.40,24.42,37.71,13.00,14.95,30.11,M,20.00,M,0.00,10.00,17.00,CLR,M,M
BDU,2022-02-08 14:55,46.40,8.60,21.04,40.66,11.00,12.65,30.12,M,10.00,M,0.00,10.00,20.00,CLR,M,M
BDU,2022-02-08 15:15,46.40,10.40,22.81,45.15,3.00,3.45,30.14,M,120.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 15:35,46.40,10.40,22.81,45.15,3.00,3.45,30.15,M,150.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 15:55,50.00,10.40,19.93,50.00,5.00,5.75,30.15,M,140.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 16:15,46.40,12.20,24.71,41.85,8.00,9.20,30.16,M,100.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 16:35,46.40,14.00,26.75,41.42,9.00,10.35,30.17,M,120.00,M,0.00,10.00,17.00,CLR,M,M
BDU,2022-02-08 16:55,46.40,14.00,26.75,40.33,12.00,13.80,30.18,M,90.00,M,0.00,10.00,16.00,CLR,M,M
BDU,2022-02-08 17:15,48.20,12.20,23.09,43.28,10.00,11.50,30.18,M,80.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 17:35,48.20,15.80,27.04,44.53,7.00,8.05,30.20,M,100.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 17:55,48.20,17.60,29.23,44.07,8.00,9.20,30.19,M,90.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 18:15,50.00,17.60,27.33,50.00,0.00,0.00,30.20,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 18:35,50.00,12.20,21.59,50.00,16.00,18.40,30.20,M,290.00,M,0.00,10.00,22.00,CLR,M,M
BDU,2022-02-08 18:55,51.80,10.40,18.64,51.80,21.00,24.15,30.19,M,280.00,M,0.00,10.00,26.00,CLR,M,M
BDU,2022-02-08 19:15,51.80,10.40,18.64,51.80,16.00,18.40,30.19,M,270.00,M,0.00,10.00,25.00,CLR,M,M
BDU,2022-02-08 19:35,51.80,10.40,18.64,51.80,17.00,19.55,30.19,M,270.00,M,0.00,10.00,25.00,CLR,M,M
BDU,2022-02-08 19:55,51.80,10.40,18.64,51.80,16.00,18.40,30.19,M,260.00,M,0.00,10.00,19.00,CLR,M,M
BDU,2022-02-08 20:15,51.80,10.40,18.64,51.80,11.00,12.65,30.18,M,260.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 20:35,53.60,10.40,17.45,53.60,9.00,10.35,30.17,M,280.00,M,0.00,10.00,16.00,CLR,M,M
BDU,2022-02-08 20:55,51.80,14.00,21.86,51.80,8.00,9.20,30.16,M,50.00,M,0.00,10.00,11.00,CLR,M,M
BDU,2022-02-08 21:15,51.80,17.60,25.56,51.80,8.00,9.20,30.17,M,70.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 21:35,51.80,19.40,27.62,51.80,5.00,5.75,30.16,M,110.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 21:55,51.80,15.80,23.65,51.80,4.00,4.60,30.15,M,90.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 22:15,51.80,14.00,21.86,51.80,3.00,3.45,30.16,M,100.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 22:35,51.80,14.00,21.86,51.80,3.00,3.45,30.16,M,60.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 22:55,51.80,14.00,21.86,51.80,3.00,3.45,30.15,M,110.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 23:15,50.00,8.60,18.39,50.00,9.00,10.35,30.15,M,290.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2022-02-08 23:35,50.00,8.60,18.39,50.00,6.00,6.90,30.14,M,320.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-08 23:55,50.00,8.60,18.39,50.00,9.00,10.35,30.14,M,300.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 00:15,46.40,5.00,17.87,42.87,6.00,6.90,30.13,M,290.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 00:35,46.40,5.00,17.87,41.85,8.00,9.20,30.14,M,290.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 00:55,46.40,5.00,17.87,41.42,9.00,10.35,30.14,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 01:15,46.40,5.00,17.87,40.33,12.00,13.80,30.14,M,260.00,M,0.00,10.00,16.00,CLR,M,M
BDU,2022-02-09 01:35,44.60,3.20,17.61,38.77,10.00,11.50,30.14,M,250.00,M,0.00,10.00,14.00,CLR,M,M
BDU,2022-02-09 01:55,44.60,3.20,17.61,39.18,9.00,10.35,30.14,M,230.00,M,0.00,10.00,14.00,CLR,M,M
BDU,2022-02-09 02:15,44.60,5.00,19.13,39.63,8.00,9.20,30.14,M,230.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 02:35,44.60,5.00,19.13,42.13,4.00,4.60,30.13,M,250.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 02:55,44.60,3.20,17.61,40.14,7.00,8.05,30.12,M,250.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 03:15,44.60,5.00,19.13,40.14,7.00,8.05,30.11,M,260.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 03:35,46.40,3.20,16.45,41.85,8.00,9.20,30.10,M,210.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 03:55,46.40,3.20,16.45,42.33,7.00,8.05,30.09,M,220.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 04:15,46.40,5.00,17.87,42.33,7.00,8.05,30.08,M,200.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 04:35,46.40,5.00,17.87,41.85,8.00,9.20,30.07,M,250.00,M,0.00,10.00,17.00,CLR,M,M
BDU,2022-02-09 04:55,46.40,3.20,16.45,43.50,5.00,5.75,30.07,M,250.00,M,0.00,10.00,16.00,CLR,M,M
BDU,2022-02-09 05:15,46.40,5.00,17.87,44.24,4.00,4.60,30.08,M,250.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 05:35,46.40,5.00,17.87,46.40,0.00,0.00,30.09,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 05:55,46.40,5.00,17.87,45.15,3.00,3.45,30.10,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 06:15,46.40,5.00,17.87,45.15,3.00,3.45,30.10,M,240.00,M,0.00,10.00,M,SCT,M,M
BDU,2022-02-09 06:35,46.40,5.00,17.87,41.42,9.00,10.35,30.10,M,270.00,M,0.00,10.00,M,SCT,M,M
BDU,2022-02-09 06:55,46.40,5.00,17.87,40.02,13.00,14.95,30.09,M,270.00,M,0.00,10.00,20.00,SCT,M,M
BDU,2022-02-09 07:15,46.40,5.00,17.87,38.26,20.00,23.00,30.09,M,260.00,M,0.00,10.00,27.00,SCT,M,M
BDU,2022-02-09 07:35,46.40,5.00,17.87,40.02,13.00,14.95,30.09,M,270.00,M,0.00,10.00,19.00,BKN,M,M
BDU,2022-02-09 07:55,46.40,5.00,17.87,38.94,17.00,19.55,30.09,M,270.00,M,0.00,10.00,24.00,SCT,M,M
BDU,2022-02-09 08:15,44.60,5.00,19.13,36.58,17.00,19.55,30.08,M,280.00,M,0.00,10.00,27.00,SCT,M,M
BDU,2022-02-09 08:35,44.60,5.00,19.13,37.11,15.00,17.25,30.08,M,280.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 08:55,44.60,6.80,20.77,39.18,9.00,10.35,30.09,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 09:15,44.60,5.00,19.13,38.39,11.00,12.65,30.09,M,270.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 09:35,44.60,6.80,20.77,41.36,5.00,5.75,30.08,M,270.00,M,0.00,10.00,10.00,CLR,M,M
BDU,2022-02-09 09:55,42.80,8.60,24.14,36.51,10.00,11.50,30.08,M,260.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2022-02-09 10:15,44.60,8.60,22.53,39.63,8.00,9.20,30.09,M,280.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 10:35,44.60,8.60,22.53,40.71,6.00,6.90,30.09,M,290.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2022-02-09 10:55,44.60,8.60,22.53,40.71,6.00,6.90,30.10,M,290.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 11:15,42.80,10.40,26.16,40.03,4.00,4.60,30.10,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 11:35,42.80,8.60,24.14,38.54,6.00,6.90,30.11,M,310.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 11:55,41.00,10.40,28.04,35.20,8.00,9.20,30.12,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 12:15,42.80,8.60,24.14,36.94,9.00,10.35,30.12,M,330.00,M,0.00,10.00,15.00,CLR,M,M
BDU,2022-02-09 12:35,42.80,8.60,24.14,35.75,12.00,13.80,30.12,M,290.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 12:55,44.60,8.60,22.53,38.04,12.00,13.80,30.12,M,300.00,M,0.00,10.00,20.00,CLR,M,M
BDU,2022-02-09 13:15,42.80,8.60,24.14,36.51,10.00,11.50,30.12,M,300.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 13:35,37.40,10.40,32.27,32.03,6.00,6.90,30.12,M,310.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 13:55,37.40,12.20,34.96,37.40,0.00,0.00,30.12,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 14:15,35.60,14.00,40.63,30.67,5.00,5.75,30.11,M,180.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 14:35,37.40,12.20,34.96,37.40,0.00,0.00,30.12,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 14:55,35.60,15.80,43.95,35.60,0.00,0.00,30.13,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 15:15,37.40,14.00,37.84,33.73,4.00,4.60,30.13,M,40.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 15:35,37.40,17.60,44.25,34.86,3.00,3.45,30.13,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 15:55,37.40,17.60,44.25,37.40,0.00,0.00,30.12,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 16:15,41.00,17.60,38.45,38.98,3.00,3.45,30.12,M,20.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 16:35,44.60,15.80,30.98,42.13,4.00,4.60,30.11,M,60.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 16:55,46.40,15.80,28.93,46.40,0.00,0.00,30.11,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 17:15,50.00,17.60,27.33,50.00,3.00,3.45,30.09,M,150.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 17:35,51.80,15.80,23.65,51.80,3.00,3.45,30.08,M,30.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 17:55,51.80,17.60,25.56,51.80,6.00,6.90,30.08,M,70.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 18:15,51.80,17.60,25.56,51.80,6.00,6.90,30.08,M,340.00,M,0.00,10.00,14.00,CLR,M,M
BDU,2022-02-09 18:35,53.60,19.40,25.85,53.60,5.00,5.75,30.07,M,190.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 18:55,51.80,19.40,27.62,51.80,3.00,3.45,30.05,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 19:15,50.00,21.20,31.87,50.00,4.00,4.60,30.04,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 19:35,50.00,21.20,31.87,50.00,10.00,11.50,30.03,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 19:55,51.80,21.20,29.82,51.80,8.00,9.20,30.03,M,10.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 20:15,51.80,23.00,32.17,51.80,12.00,13.80,30.02,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 20:35,50.00,23.00,34.39,50.00,10.00,11.50,30.01,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 20:55,50.00,24.80,37.08,50.00,10.00,11.50,30.03,M,330.00,M,0.00,10.00,14.00,CLR,M,M
BDU,2022-02-09 21:15,48.20,24.80,39.66,44.07,8.00,9.20,30.03,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 21:35,48.20,26.60,42.73,45.04,6.00,6.90,30.03,M,350.00,M,0.00,10.00,14.00,CLR,M,M
BDU,2022-02-09 21:55,46.40,26.60,45.73,40.66,11.00,12.65,30.04,M,10.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 22:15,46.40,26.60,45.73,40.66,11.00,12.65,30.04,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 22:35,48.20,23.00,36.78,44.53,7.00,8.05,30.05,M,360.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 22:55,44.60,24.80,45.44,38.77,10.00,11.50,30.06,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 23:15,42.80,24.80,48.67,36.94,9.00,10.35,30.06,M,350.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 23:35,42.80,23.00,45.14,37.42,8.00,9.20,30.05,M,290.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-09 23:55,42.80,24.80,48.67,38.54,6.00,6.90,30.06,M,110.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-10 00:15,41.00,24.80,52.17,41.00,0.00,0.00,30.06,M,0.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-10 00:35,41.00,24.80,52.17,37.93,4.00,4.60,30.07,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-10 00:55,37.40,24.80,60.04,32.81,5.00,5.75,30.09,M,340.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-10 01:15,37.40,24.80,60.04,32.81,5.00,5.75,30.12,M,330.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-10 01:35,37.40,23.00,55.68,32.81,5.00,5.75,30.13,M,320.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-10 01:55,39.20,23.00,51.89,34.20,6.00,6.90,30.14,M,310.00,M,0.00,10.00,M,CLR,M,M
BDU,2022-02-10 02:15,39.20,21.20,48.10,36.92,3.00,3.45,30.15,M,260.00,M,0.00,10.00,M,SCT,M,M
BDU,2022-02-10 02:35,41.00,21.20,44.85,38.98,3.00,3.45,30.15,M,250.00,M,0.00,10.00,M,BKN,M,M
BDU,2022-02-10 02:55,39.20,23.00,51.89,35.83,4.00,4.60,30.15,M,140.00,M,0.00,10.00,M,OVC,M,M
BDU,2022-02-10 03:15,41.00,21.20,44.85,38.98,3.00,3.45,30.15,M,190.00,M,0.00,10.00,M,OVC,M,M
